0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.534464080089818605e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.534464080089817717e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.534464080089817717e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.534464080089818605e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.534464080089818605e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.460676663098473327e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.460676663098473327e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.460676663098473327e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.460676663098473327e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.460676663098473327e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.387908285748025161e+00,2.827196042441651791e+00,2.807921588420630776e+00,-4.042426615082566954e+00,0.000000000000000000e+00,-4.988103730266241875e+00
-2.387908285748025161e+00,2.827196042441652235e+00,2.807921588420631220e+00,-4.042426615082566954e+00,0.000000000000000000e+00,-4.988103730266241875e+00
-2.387908285748025161e+00,2.827196042441652235e+00,2.807921588420631220e+00,-4.042426615082566954e+00,0.000000000000000000e+00,-4.988103730266241875e+00
-2.387908285748025605e+00,2.827196042441652235e+00,2.807921588420631220e+00,-4.042426615082566954e+00,0.000000000000000000e+00,-4.988103730266241875e+00
-2.387908285748024717e+00,2.827196042441652235e+00,2.807921588420631220e+00,-4.042426615082565178e+00,0.000000000000000000e+00,-4.988103730266242763e+00
0.000000000000000000e+00,-2.218926525013559470e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.956219769207013570e+00,3.266910893893276047e+00
0.000000000000000000e+00,-2.218926525013559470e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.956219769207014458e+00,3.266910893893276047e+00
0.000000000000000000e+00,-2.218926525013559470e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.956219769207013570e+00,3.266910893893276491e+00
0.000000000000000000e+00,-2.218926525013559470e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.956219769207013570e+00,3.266910893893276047e+00
0.000000000000000000e+00,-2.218926525013559470e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.956219769207013570e+00,3.266910893893276491e+00
2.032878184103492192e+00,0.000000000000000000e+00,3.545746708547766968e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.366630406201107562e+01
2.032878184103491748e+00,0.000000000000000000e+00,3.545746708547766968e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.366630406201107562e+01
2.032878184103492192e+00,0.000000000000000000e+00,3.545746708547767412e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.366630406201107562e+01
2.032878184103491748e+00,0.000000000000000000e+00,3.545746708547767856e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.366630406201107384e+01
2.032878184103491748e+00,0.000000000000000000e+00,3.545746708547767856e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.366630406201107562e+01
