id,x_coor,y_coor,y,ols_residual,mgwr_yhat,mgwr_residual,localR2,beta_Intercept,beta_x1,beta_x2,beta_x3,beta_x4,se_Intercept,se_x1,se_x2,se_x3,se_x4,t_Intercept,t_x1,t_x2,t_x3,t_x4,p_Intercept,p_x1,p_x2,p_x3,p_x4,sumW_Intercept,sumW_x1,sumW_x2,sumW_x3,sumW_x4
285.0,10.0,15.0,-0.18312681112819545,-0.14334350596261725,-0.17459397783152594,-0.008532833296669512,0.9749975065785494,-0.1464072003235187,0.08733410044288206,0.08322843773511959,0.09064646488301188,0.005489215032468333,0.010770533999505366,0.015302763227116854,0.012180699661469532,0.014408982761369432,0.009659670335116052,-13.593309331760375,5.707080423757978,6.832812568098289,6.2909690700745085,0.5682611147207837,2.0704378856818606e-38,1.5601802639337153e-08,1.5340180450983942e-11,4.92071607423053e-10,0.569999584789599,16.78125328750014,26.196805089280417,26.196805089280417,26.196805089280417,47.12939217540802
286.0,10.0,16.0,-0.02508584950480403,-0.11853240502851457,-0.010523855757440274,-0.014561993747363755,0.9702347316241653,-0.053901459289803846,0.09007040115778167,0.08495168349773685,0.09012586522250096,0.0046614929586111485,0.010518018046016087,0.0154036973108098,0.012204254170260189,0.014898680439160674,0.009472151885153048,-5.12467834281955,5.847323492560014,6.960825488603022,6.049251515295824,0.4921260781214584,3.6488298387614895e-07,6.986964618760876e-09,6.521091976451388e-12,2.132810941572985e-09,0.6227503666560077,16.78125328750014,26.196805089280417,26.196805089280417,26.196805089280417,47.12939217540802
287.0,10.0,17.0,-0.002022863405929255,0.2642996703634735,-0.042562977516797676,0.04054011411086842,0.9677974103332936,0.04085808190217874,0.09363263600821703,0.08610615340943704,0.0850792782444677,0.005536312919696579,0.01051571456856684,0.015316254877888551,0.01206028737864777,0.015382233673646366,0.009486220159777316,3.8854308602394085,6.11328531385245,7.1396435844376605,5.531009348156627,0.5836163220384862,0.00010964550772886265,1.45326195017702e-09,1.9295519110650382e-12,4.17504718999704e-08,0.5596248646637492,16.781253287500142,26.196805089280417,26.196805089280417,26.196805089280417,47.12939217540802
288.0,10.0,18.0,0.18952427200423977,0.041865966512527275,0.18073628189398205,0.008787990110257715,0.9687735866855038,0.13566086241181724,0.10018804718089573,0.0862714099301549,0.07861828949951033,0.008500244440126472,0.010650570055037813,0.015145869179857354,0.012186084092698163,0.0149554854692637,0.009424319070717765,12.737427359359836,6.614876042514406,7.079502264541919,5.256819623882188,0.9019478623699744,2.7638788021564067e-34,6.376692790923187e-11,2.9148243321780576e-12,1.8318892115362286e-07,0.3673261430696254,16.78125328750014,26.196805089280414,26.196805089280414,26.196805089280414,47.12939217540802
289.0,10.0,19.0,0.12103522612483462,0.2487520101015756,0.202691322785828,-0.08165609666099337,0.9709869480429509,0.2281022002807628,0.10649055575353596,0.08724433984388205,0.07438319597665384,0.012932214653583518,0.01085516958742905,0.01397522592477601,0.012915257976256677,0.0141722015799081,0.009127349526833254,21.01323230775861,7.619952359034421,6.755137218650332,5.24852794093098,1.4168641855518342,4.629292338550564e-80,6.432316658687304e-14,2.5606691061559032e-11,1.913699474182244e-07,0.15686907066461525,16.78125328750014,26.196805089280414,26.196805089280414,26.196805089280414,47.12939217540802
290.0,10.0,20.0,0.1954184238000489,0.3687818060789344,0.18428952809826155,0.01112889570178735,0.9726738332850914,0.3177004264220257,0.10868255341142931,0.08852732834277832,0.07367150564543214,0.019451798222547747,0.011139106506361851,0.012857971722184499,0.012585344383029065,0.012972552230094055,0.008707241586052168,28.52117683232297,8.452542575118118,7.03416018254968,5.679029410614136,2.233979387192715,6.150750568745539e-128,1.140314254195394e-16,3.970292735520878e-12,1.828381201190918e-08,0.025729638537465647,16.78125328750014,26.196805089280414,26.196805089280414,26.196805089280414,47.12939217540802
291.0,10.0,21.0,0.5584740671268621,-0.29382725163915235,0.6230525296963263,-0.0645784625694642,0.9691417535220259,0.40271471891011534,0.10970043320770828,0.09038657961488958,0.07871345511083155,0.027317767164032593,0.01150191879871766,0.011870753438727014,0.011504310794862397,0.011474150087137642,0.008264346657451143,35.01282924680478,9.241235931143411,7.856757456105452,6.860068459368351,3.3054962837749393,4.173688802864534e-170,1.7183774743966898e-19,1.1225085175748178e-14,1.2800539277668771e-11,0.0009856086657930873,16.78125328750014,26.196805089280417,26.196805089280417,26.196805089280417,47.12939217540803
292.0,10.0,22.0,0.6448608952806482,0.04420010704219035,0.6665621421536225,-0.021701246872974367,0.9594885192454007,0.48355518065285796,0.11160726373218027,0.09672950141335693,0.08850357359117336,0.035422788854818796,0.01189104861737196,0.01091630228048788,0.010678844513890064,0.010606599368419012,0.007942987026904309,40.6654783957757,10.223907406051808,9.058049425435499,8.34419878766152,4.459630707545601,6.151401571484847e-206,2.750773137149004e-23,8.105489933964309e-19,2.68220238786252e-16,9.248937579416184e-06,16.78125328750014,26.196805089280414,26.196805089280414,26.196805089280414,47.12939217540802
293.0,10.0,23.0,0.9020488021053717,0.04817464442083719,0.8532115213437527,0.048837280761619084,0.9469796281922467,0.5589819605987421,0.115208364294983,0.10878226686170835,0.09957294253052248,0.042668070622421374,0.012391482685235905,0.010198149136145118,0.01024085900551681,0.010410339173654234,0.007787730072683026,45.11017565837807,11.296987596175864,10.622377166125098,9.564812526234956,5.478884119531558,3.9868808476463985e-233,9.126319132964142e-28,6.541924997330424e-25,1.0442297625036121e-20,5.558535047064964e-08,16.78125328750014,26.196805089280414,26.196805089280414,26.196805089280414,47.12939217540802
294.0,10.0,24.0,1.0594216678690203,-0.49585555098261547,1.187547859175807,-0.12812619130678682,0.9342771262411712,0.6279638393481324,0.11974475279176333,0.12149701645473651,0.11214418563060766,0.04937891399398102,0.01297859319448647,0.009895089329602133,0.010040499006920597,0.010038480548166164,0.007684473011095127,48.38458451836692,12.101432215830041,12.100695032287984,11.171430286936625,6.425803555128102,1.645226588112815e-252,2.4434452549602853e-31,2.4623884271050174e-31,3.1743335738465994e-27,2.1247776130551248e-10,16.78125328750014,26.196805089280414,26.196805089280414,26.196805089280414,47.12939217540802
295.0,10.0,25.0,0.9910109130917398,0.3257756223763969,0.9085172359731978,0.08249367711854205,0.9187846762133153,0.6897815418392026,0.12543370933942455,0.13510516593229555,0.12593168616457848,0.056006086895083546,0.013580139562915499,0.009819224863857041,0.009723146418509106,0.00949594284241138,0.007518029074906299,50.79340596195718,12.774298488786574,13.89521047169542,13.261630598926356,7.449570404299291,2.1017630185012648e-266,1.8514665155296859e-34,6.593987039468497e-40,8.628247871340832e-37,2.196377571868073e-13,16.78125328750014,26.196805089280417,26.196805089280417,26.196805089280417,51.05623637017926
296.0,10.0,26.0,1.354728567880618,0.10966798591938254,1.3448610671316545,0.009867500748963476,0.9039222774175517,0.7443868936920084,0.13368275786382827,0.1521415941825247,0.13914731009300899,0.06144269362223776,0.01426121502433711,0.009746265261445486,0.009242678527643435,0.00927397363658586,0.007499207688843843,52.19659702358418,13.716306121140967,16.46076878336648,15.00406573769763,8.193224694075704,2.3678254027841025e-274,5.113993560773166e-39,2.0588083222802105e-53,1.4014317669547643e-45,8.699213922466038e-16,16.78125328750014,26.196805089280375,26.196805089280375,26.196805089280375,50.71920913632039
