3.565350263830789901e-01,4.413228531553991529e-01,5.386848975601674638e-01,1.490432004637718029e-02
3.565350263830789901e-01,4.413228531553991529e-01,5.386848975601674638e-01,1.490432004637718029e-02
3.565350263830789901e-01,4.413228531553991529e-01,5.386848975601674638e-01,1.490432004637718029e-02
3.481530478713011911e-01,4.424192109133241457e-01,5.384207933316107475e-01,2.538022771868504029e-02
3.481530478713011911e-01,4.424192109133241457e-01,5.384207933316107475e-01,2.538022771868504029e-02
3.481530478713011911e-01,4.424192109133241457e-01,5.384207933316107475e-01,2.538022771868504029e-02
3.542650363635039268e-01,4.434012607873750733e-01,5.381728315606839619e-01,3.312929894184885732e-02
3.542650363635039268e-01,4.434012607873750733e-01,5.381728315606839619e-01,3.312929894184885732e-02
3.542650363635039268e-01,4.434012607873750733e-01,5.381728315606839619e-01,3.312929894184885732e-02
3.531747839111717968e-01,4.446414486574729041e-01,5.379242809846679352e-01,3.830226303595223730e-02
3.531747839111717968e-01,4.446414486574729041e-01,5.379242809846679352e-01,3.830226303595223730e-02
3.531747839111717968e-01,4.446414486574729041e-01,5.379242809846679352e-01,3.830226303595223730e-02
3.774673714374280342e-01,4.457517803437347492e-01,5.376839832607933634e-01,3.664421482263109653e-02
3.774673714374280342e-01,4.457517803437347492e-01,5.376839832607933634e-01,3.664421482263109653e-02
3.774673714374280342e-01,4.457517803437347492e-01,5.376839832607933634e-01,3.664421482263109653e-02
3.979249724736430016e-01,4.469841252146077859e-01,5.374339213953054362e-01,3.505750658576312767e-02
3.979249724736430016e-01,4.469841252146077859e-01,5.374339213953054362e-01,3.505750658576312767e-02
3.979249724736430016e-01,4.469841252146077859e-01,5.374339213953054362e-01,3.505750658576312767e-02
4.070727703154134458e-01,4.484055984008535889e-01,5.371891050710583260e-01,4.366224405750332438e-02
4.070727703154134458e-01,4.484055984008535889e-01,5.371891050710583260e-01,4.366224405750332438e-02
4.070727703154134458e-01,4.484055984008535889e-01,5.371891050710583260e-01,4.366224405750332438e-02
4.057811534555385569e-01,4.497284225990576534e-01,5.369446263074505454e-01,5.509358740631043611e-02
4.057811534555385569e-01,4.497284225990576534e-01,5.369446263074505454e-01,5.509358740631043611e-02
4.057811534555385569e-01,4.497284225990576534e-01,5.369446263074505454e-01,5.509358740631043611e-02
3.995066432881204110e-01,4.515533620233778689e-01,5.367048940278067448e-01,6.858610118083845186e-02
3.995066432881204110e-01,4.515533620233778689e-01,5.367048940278067448e-01,6.858610118083845186e-02
3.995066432881204110e-01,4.515533620233778689e-01,5.367048940278067448e-01,6.858610118083845186e-02
3.888805535688764081e-01,4.532142165864055938e-01,5.364767991494572286e-01,7.836802658843108893e-02
