-8.849859832914579449e-01,1.099734367322386941e-01,1.120555977592956470e-01,1.319396511449499876e-01,4.693481986379838267e-02
-8.849859832914579449e-01,1.099734367322386941e-01,1.120555977592956470e-01,1.319396511449499876e-01,4.693481986379838267e-02
-8.849859832914579449e-01,1.099734367322386941e-01,1.120555977592956470e-01,1.319396511449499876e-01,4.693481986379838267e-02
-8.767488342006211077e-01,1.085797003686779644e-01,1.108144570465823681e-01,1.300544489609600507e-01,4.647771889883994118e-02
-8.767488342006211077e-01,1.085797003686779644e-01,1.108144570465823681e-01,1.300544489609600507e-01,4.647771889883994118e-02
-8.767488342006211077e-01,1.085797003686779644e-01,1.108144570465823681e-01,1.300544489609600507e-01,4.647771889883994118e-02
-8.613275254546205462e-01,1.066780308799641919e-01,1.086683657135510961e-01,1.254385117363689961e-01,4.445219349728598418e-02
-8.613275254546205462e-01,1.066780308799641919e-01,1.086683657135510961e-01,1.254385117363689961e-01,4.445219349728598418e-02
-8.613275254546205462e-01,1.066780308799641919e-01,1.086683657135510961e-01,1.254385117363689961e-01,4.445219349728598418e-02
-8.417899586610048113e-01,1.042666100714883248e-01,1.061058130274297046e-01,1.195454266160034668e-01,4.258441252116893644e-02
-8.417899586610048113e-01,1.042666100714883248e-01,1.061058130274297046e-01,1.195454266160034668e-01,4.258441252116893644e-02
-8.417899586610048113e-01,1.042666100714883248e-01,1.061058130274297046e-01,1.195454266160034668e-01,4.258441252116893644e-02
-8.106222159763762924e-01,1.001316088916434782e-01,1.025583917822316948e-01,1.101528450070507897e-01,3.917349417915362564e-02
-8.106222159763762924e-01,1.001316088916434782e-01,1.025583917822316948e-01,1.101528450070507897e-01,3.917349417915362564e-02
-8.106222159763762924e-01,1.001316088916434782e-01,1.025583917822316948e-01,1.101528450070507897e-01,3.917349417915362564e-02
-7.719609314367026354e-01,9.531213401445212674e-02,9.818642261704699226e-02,1.025638254557505180e-01,3.418146347079351749e-02
-7.719609314367026354e-01,9.531213401445212674e-02,9.818642261704699226e-02,1.025638254557505180e-01,3.418146347079351749e-02
-7.719609314367026354e-01,9.531213401445212674e-02,9.818642261704699226e-02,1.025638254557505180e-01,3.418146347079351749e-02
-7.281788380724116827e-01,8.996187137903997877e-02,9.368714220545087956e-02,9.933363350480386988e-02,2.825347484110083546e-02
-7.281788380724116827e-01,8.996187137903997877e-02,9.368714220545087956e-02,9.933363350480386988e-02,2.825347484110083546e-02
-7.281788380724116827e-01,8.996187137903997877e-02,9.368714220545087956e-02,9.933363350480386988e-02,2.825347484110083546e-02
-6.778533042177624646e-01,8.343677887373922297e-02,9.012541560721437639e-02,9.749249874122077608e-02,2.415512658858189748e-02
-6.778533042177624646e-01,8.343677887373922297e-02,9.012541560721437639e-02,9.749249874122077608e-02,2.415512658858189748e-02
-6.778533042177624646e-01,8.343677887373922297e-02,9.012541560721437639e-02,9.749249874122077608e-02,2.415512658858189748e-02
-6.209281755991531426e-01,7.710572700145076896e-02,8.685125547671214419e-02,9.528474494343920631e-02,2.104544667152675325e-02
-6.209281755991531426e-01,7.710572700145076896e-02,8.685125547671214419e-02,9.528474494343920631e-02,2.104544667152675325e-02
-6.209281755991531426e-01,7.710572700145076896e-02,8.685125547671214419e-02,9.528474494343920631e-02,2.104544667152675325e-02
-5.576775166052880817e-01,7.144406253164180265e-02,8.310525027408890986e-02,9.204104997096167196e-02,1.806460978109775822e-02
-5.576775166052880817e-01,7.144406253164180265e-02,8.310525027408890986e-02,9.204104997096167196e-02,1.806460978109775822e-02
-5.576775166052880817e-01,7.144406253164180265e-02,8.310525027408890986e-02,9.204104997096167196e-02,1.806460978109775822e-02
-4.894065570918292862e-01,6.700135181821553765e-02,7.899356405752122612e-02,8.815027860203389354e-02,1.572463495748581061e-02
-4.894065570918292862e-01,6.700135181821553765e-02,7.899356405752122612e-02,8.815027860203389354e-02,1.572463495748581061e-02
